,user_id,mal_id,favorited
360,21,160,1
361,21,8,1
362,21,1881,1
363,21,1868,1
364,21,2,1
365,21,1904,1
366,21,1911,1
367,22,820,1
368,22,12029,1
369,22,2199,1
370,22,1,1
371,22,12431,1
372,22,467,1
373,22,329,1
374,22,37521,1
375,22,918,1
376,22,16498,1
377,22,457,1
378,22,3066,1
379,22,2780,1
380,22,672,1
381,22,6026,1
382,22,5897,1
383,22,422,1
384,22,1336,1
385,22,1795,1
386,22,2514,1
387,22,2888,1
388,22,8509,1
389,22,2,1
390,22,99,1
391,22,2597,1
392,22,10308,1
393,22,5077,1
394,22,16135,1
395,22,2000,1
396,22,84,1
397,22,869,1
398,23,11061,1
399,23,2011,1
400,23,3002,1
401,23,18179,1
402,23,6114,1
403,23,5578,1
404,23,16589,1
405,23,77605,1
406,23,81853,1
407,23,2539,1
408,23,6579,1
409,23,1881,1
410,23,1893,1
411,24,10490,1
412,24,18507,1
413,24,45,1
414,24,9941,1
415,24,37171,1
416,24,30346,1
417,24,6547,1
418,24,28619,1
419,24,133768,1
420,24,24482,1
421,24,93273,1
422,24,65239,1
423,24,12,1
424,24,109929,1
425,24,114453,1
426,24,56777,1
427,24,241,1
428,24,196,1
429,24,254,1
430,24,1602,1
431,24,65,1
432,24,2,1
433,24,732,1
434,24,3,1
435,25,30,1
436,25,1575,1
437,25,23273,1
438,25,1689,1
439,25,5,1
440,25,10408,1
441,25,256,1
442,25,1210,1
443,25,40052,1
444,25,417,1
445,25,559,1
446,25,1111,1
447,25,69411,1
448,25,94,1
449,25,69441,1
450,25,160102,1
451,25,17706,1
452,25,37098,1
453,25,45548,1
454,25,12707,1
455,25,15205,1
456,25,5253,1
457,25,28863,1
458,25,28845,1
459,25,37887,1
460,26,11741,1
461,26,45,1
462,26,1575,1
463,26,28977,1
464,26,14719,1
465,26,16498,1
466,26,392,1
467,26,21,1
468,26,269,1
469,26,9253,1
470,26,42501,1
471,26,310,1
472,26,13767,1
473,26,64573,1
474,26,672,1
475,26,6194,1
476,26,422,1
477,26,11772,1
478,26,5,1
479,26,35252,1
480,26,14715,1
481,26,12707,1
482,26,5251,1
483,26,2,1
484,26,160,1
485,26,1881,1
486,26,2619,1
487,26,1904,1
488,26,1868,1
489,26,1911,1
490,27,40591,1
491,27,21511,1
492,27,39547,1
493,27,30831,1
494,27,38329,1
495,27,38524,1
496,27,3,1
497,27,2,1
498,27,5081,1
499,27,6547,1
500,27,23847,1
501,27,117225,1
502,27,149616,1
503,27,143196,1
504,27,111287,1
505,27,110743,1
506,27,67069,1
507,27,40881,1
508,27,22037,1
509,27,160603,1
510,27,11297,1
511,27,6686,1
512,27,24413,1
513,27,39551,1
514,27,34785,1
515,27,869,1
516,27,11622,1
517,27,11184,1
518,27,185,1
519,28,5114,1
520,28,16498,1
521,28,11061,1
522,28,2011,1
523,28,1575,1
524,28,31964,1
525,28,2001,1
526,28,10087,1
527,28,38000,1
528,28,37521,1
529,28,34599,1
530,28,11,1
531,28,417,1
532,28,40882,1
533,28,30,1
534,28,117909,1
535,28,68,1
536,28,27,1
537,28,40881,1
538,28,2257,1
539,28,497,1
540,28,43,1
541,28,10,1
542,28,672,1
543,28,225,1
544,28,6560,1
545,28,253,1
546,28,338,1
547,28,489,1
548,28,26,1
549,28,320,1
550,29,23847,1
551,29,10721,1
552,29,20899,1
553,29,3,1
554,29,31181,1
555,29,158,1
556,29,16706,1
557,29,2966,1
558,29,8841,1
559,29,6747,1
560,29,2026,1
561,29,38538,1
562,29,1072,1
563,29,43009,1
564,29,23602,1
565,29,18547,1
566,29,10529,1
567,29,719,1
568,29,4004,1
569,29,1534,1
570,29,126145,1
571,29,869,1
572,29,185,1
573,29,28,1
574,29,21517,1
575,29,6513,1
576,29,86,1
577,29,34785,1
578,29,65,1
579,29,118,1
580,29,160,1
581,30,11061,1
582,30,2011,1
583,30,2402,1
584,30,30,1
585,30,11804,1
586,30,1893,1
587,30,1868,1
588,34,20583,1
589,34,11061,1
590,34,2011,1
591,34,31964,1
592,34,16498,1
593,34,38000,1
594,34,30654,1
595,34,5114,1
596,34,40221,1
597,34,64771,1
598,34,117911,1
599,34,132959,1
600,34,71933,1
601,34,146159,1
602,34,125056,1
603,34,71611,1
604,34,104437,1
605,34,270,1
606,34,672,1
607,34,21971,1
608,34,118,1
609,34,65,1
610,34,15919,1
611,34,196,1
612,34,10094,1
613,35,457,1
614,35,2251,1
615,35,263,1
616,35,1698,1
617,35,329,1
618,35,245,1
619,35,12531,1
620,35,16918,1
621,35,33,1
622,35,425,1
623,35,422,1
624,35,5756,1
625,35,434,1
626,35,722,1
627,35,1184,1
628,35,40866,1
629,35,70199,1
630,35,21562,1
631,35,43,1
632,35,7526,1
633,35,123,1
634,35,1888,1
635,35,1867,1
636,35,1911,1
637,35,65,1
638,35,1868,1
639,35,2009,1
640,36,820,1
641,36,2921,1
642,36,2,1
643,36,392,1
644,36,11804,1
645,36,729,1
646,36,16,1
647,36,6376,1
648,36,5082,1
649,36,2078,1
650,38,5530,1
651,38,136,1
652,38,11061,1
653,38,2011,1
654,38,4081,1
655,38,17074,1
656,38,31240,1
657,38,28977,1
658,38,5114,1
659,38,31181,1
660,38,14467,1
661,38,48391,1
662,38,65445,1
663,38,111245,1
664,38,22552,1
665,38,13701,1
666,38,67065,1
667,38,13835,1
668,38,69435,1
669,38,10010,1
670,38,64597,1
671,38,118,1
672,38,185,1
673,38,90,1
674,38,591,1
675,38,14715,1
676,38,508,1
677,38,658,1
678,38,5077,1
679,38,5254,1
680,38,99,1
681,39,9969,1
682,39,10721,1
683,39,269,1
684,39,6547,1
685,39,4722,1
686,39,3568,1
687,39,2765,1
688,39,2257,1
689,39,10499,1
690,39,11840,1
691,39,92,1
692,39,2,1
693,39,136,1
694,39,26303,1
695,39,6771,1
696,40,11757,1
697,40,1535,1
698,40,22319,1
699,40,17,1
700,40,4604,1
701,40,246,1
702,40,869,1
703,40,118,1
704,40,10071,1
705,41,21,1
706,41,1735,1
707,41,269,1
708,41,6702,1
709,41,16498,1
710,41,40,1
711,41,62,1
712,41,5189,1
713,41,672,1
714,41,73935,1
715,41,1911,1
716,41,1881,1
717,41,14715,1
718,41,8,1
719,41,2,1
720,42,269,1
721,42,21,1
722,42,5114,1
723,42,11061,1
724,42,2011,1
725,42,31240,1
726,42,22043,1
727,42,2014,1
728,42,30276,1
729,42,21881,1
730,42,19815,1
731,42,9513,1
732,42,1086,1
733,42,73935,1
734,42,24183,1
735,42,118779,1
736,42,7583,1
737,42,118749,1
738,42,97761,1
739,42,116275,1
740,42,55147,1
741,42,84809,1
742,42,99,1
743,42,40,1
744,42,137,1
745,42,591,1
746,42,262,1
747,42,146,1
748,42,284,1
749,42,1764,1
750,42,629,1
751,42,17,1
752,43,9253,1
753,43,8769,1
754,43,34599,1
755,43,4181,1
756,43,2904,1
757,43,1535,1
758,43,30276,1
759,43,13759,1
760,43,38524,1
761,43,3,1
762,43,2,1
763,43,719,1
764,43,35252,1
765,43,80,1
766,43,417,1
767,43,434,1
768,43,35253,1
769,43,83419,1
770,43,1534,1
771,43,60157,1
772,43,19313,1
773,43,5297,1
774,43,185,1
775,43,12130,1
776,43,15607,1
777,43,7115,1
778,43,118,1
779,43,152,1
780,43,11746,1
781,44,32,1
782,44,26,1
783,44,820,1
784,44,801,1
785,44,790,1
786,44,339,1
787,44,1,1
788,44,1096,1
789,44,2,1
790,44,285,1
791,44,885,1
792,44,11772,1
793,44,20147,1
794,44,2780,1
795,44,7686,1
796,44,89,1
797,44,424,1
798,44,1795,1
799,44,28,1
800,44,1,1
801,44,721,1
802,44,2619,1
803,44,5111,1
804,44,8700,1
805,44,35373,1
806,44,5068,1
807,44,1867,1
808,44,4580,1
809,44,38567,1
810,44,11768,1
811,44,38373,1
812,45,19,1
813,45,437,1
814,45,6114,1
815,45,11061,1
816,45,2011,1
817,45,263,1
818,45,26055,1
819,45,3,1
820,45,9253,1
821,45,170,1
822,45,3096,1
823,45,2738,1
824,45,719,1
825,45,13020,1
826,45,30267,1
827,45,109931,1
828,45,310,1
829,45,35252,1
830,45,1870,1
831,45,2619,1
832,45,79,1
833,45,1867,1
834,45,2111,1
835,45,5393,1
836,45,1911,1
837,45,4580,1
838,46,457,1
839,46,45,1
840,46,12413,1
841,46,918,1
842,46,21,1
843,46,10863,1
844,46,9323,1
845,46,12236,1
846,46,93343,1
847,46,22808,1
848,46,36821,1
849,46,16342,1
850,46,185,1
851,46,2885,1
852,46,2836,1
853,46,40580,1
854,46,2034,1
855,46,1911,1
856,47,820,1
857,47,19,1
858,47,1,1
859,47,2921,1
860,47,2,1
861,47,35180,1
862,47,3,1
863,47,1210,1
864,47,22135,1
865,47,44,1
866,47,801,1
867,47,585,1
868,47,424,1
869,47,2780,1
870,47,422,1
871,47,11772,1
872,47,1,1
873,47,719,1
874,47,11804,1
875,47,22055,1
876,47,1795,1
877,47,127862,1
878,47,1867,1
879,47,2836,1
880,47,4580,1
881,47,6975,1
882,47,2410,1
883,47,15753,1
884,47,6326,1
885,47,11792,1
886,47,21059,1
887,47,35765,1
888,48,820,1
889,48,2921,1
890,48,2,1
891,48,1096,1
892,48,2,1
893,48,26,1
894,48,2828,1
895,48,283,1
896,48,22135,1
897,48,35180,1
898,48,3,1
899,48,1689,1
900,48,5,1
901,48,457,1
902,48,2780,1
903,48,6026,1
904,48,7686,1
905,48,7852,1
906,48,539,1
907,48,89,1
908,48,20326,1
909,48,21044,1
910,48,11804,1
911,48,16661,1
912,48,2409,1
913,48,9651,1
914,48,4097,1
915,48,5393,1
916,48,5068,1
917,48,5111,1
918,48,1870,1
919,48,1867,1
920,48,8509,1
921,48,1911,1
922,49,18195,1
923,49,4181,1
924,49,17074,1
925,49,19,1
926,49,1,1
927,49,1,1
928,49,422,1
929,49,945,1
930,49,4631,1
931,49,22037,1
932,49,2347,1
933,49,10308,1
934,49,5089,1
935,49,5254,1
936,49,2009,1
937,50,820,1
938,50,2402,1
939,50,19,1
940,50,1520,1
941,50,210,1
942,50,1087,1
943,50,1251,1
944,50,136,1
945,50,2780,1
946,50,6026,1
947,50,1,1
948,50,3066,1
949,50,28,1
950,50,183,1
951,50,718,1
952,50,3891,1
953,50,5095,1
954,50,9159,1
955,50,6044,1
956,50,9097,1
957,50,1938,1
958,50,870,1
959,50,7526,1
960,50,354,1
961,51,14713,1
962,51,3470,1
963,51,8425,1
964,51,10408,1
965,51,28223,1
966,51,861,1
967,51,35889,1
968,51,1589,1
969,51,38003,1
970,51,3656,1
971,51,18344,1
972,51,70407,1
973,51,41311,1
974,51,14,1
975,51,1672,1
976,51,6100,1
977,51,28924,1
978,51,10682,1
979,51,137016,1
980,51,71259,1
981,51,14873,1
982,51,2938,1
983,51,672,1
984,51,12254,1
985,51,49130,1
986,51,1602,1
987,51,48028,1
988,51,98,1
989,51,30667,1
990,51,12017,1
991,53,4181,1
992,53,23273,1
993,53,36098,1
994,53,245,1
995,53,2001,1
996,53,1689,1
997,53,5,1
998,53,28851,1
999,53,205,1
1000,53,16067,1
1001,53,6114,1
1002,53,157117,1
1003,53,434,1
1004,53,69411,1
1005,53,4606,1
1006,53,4605,1
1007,53,2063,1
1008,53,2,1
1009,53,2075,1
1010,53,13725,1
1011,53,37514,1
1012,53,1117,1
1013,53,5738,1
1014,53,1870,1
1015,53,10929,1
1016,53,99,1
1017,53,513,1
1018,53,7263,1
1019,53,16635,1
1020,53,869,1
1021,53,413,1
1022,54,6114,1
1023,54,3002,1
1024,54,11061,1
1025,54,2011,1
1026,54,9253,1
1027,54,263,1
1028,54,5028,1
1029,54,235,1
1030,54,21,1
1031,54,2780,1
1032,54,62,1
1033,54,46484,1
1034,54,1743,1
1035,54,357,1
1036,54,422,1
1037,54,32597,1
1038,54,95985,1
1039,54,2,1
1040,54,2082,1
1041,54,2660,1
1042,54,5092,1
1043,54,11705,1
1044,54,1881,1
1045,54,160,1
1046,54,6686,1
1047,55,37208,1
1048,55,40730,1
1049,55,38680,1
1050,55,25013,1
1051,55,20583,1
1052,55,1482,1
1053,55,175937,1
1054,55,163083,1
1055,55,174773,1
1056,55,43814,1
1057,55,209,1
1058,55,146735,1
1059,55,48825,1
1060,55,2426,1
1061,55,37251,1
1062,55,48918,1
1063,55,65,1
1064,55,672,1
1065,56,35222,1
1066,56,1313,1
1067,56,02,1
1068,56,552,1
1069,56,874,1
1070,56,22319,1
1071,56,1961,1
1072,56,2277,1
1073,56,1963,1
1074,56,1907,1
1075,56,1909,1
1076,56,45600,1
1077,56,10698,1
1078,56,40185,1
1079,56,6141,1
1080,56,7222,1
1081,57,39575,1
1082,57,37521,1
1083,57,37991,1
1084,57,5,1
1085,57,5081,1
1086,57,38000,1
1087,57,37999,1
1088,57,5114,1
1089,57,28171,1
1090,57,16498,1
1091,57,269,1
1092,57,145877,1
1093,57,145583,1
1094,57,75284,1
1095,57,5513,1
1096,57,23602,1
1097,57,140810,1
1098,57,155679,1
1099,57,129046,1
1100,57,135879,1
1101,57,45627,1
1102,57,591,1
1103,57,11787,1
1104,57,90,1
1105,57,5287,1
1106,57,160,1
1107,57,655,1
1108,57,270,1
1109,57,207,1
1110,57,118,1
1111,57,95,1
1112,58,240,1
1113,58,1210,1
1114,58,245,1
1115,58,268,1
1116,58,47,1
1117,58,18679,1
1118,58,1044,1
1119,58,310,1
1120,58,434,1
1121,58,1839,1
1122,58,1409,1
1123,58,422,1
1124,58,174,1
1125,58,149,1
1126,58,124,1
1127,58,4,1
1128,58,5251,1
1129,58,5111,1
1130,60,813,1
1131,60,530,1
1132,60,11061,1
1133,60,2011,1
1134,60,2001,1
1135,60,18679,1
1136,60,45,1
1137,60,249,1
1138,60,400,1
1139,60,96,1
1140,60,696,1
1141,60,1044,1
1142,60,1336,1
1143,60,2780,1
1144,60,246,1
1145,60,5,1
1146,60,148984,1
1147,60,146156,1
1148,60,112893,1
1149,60,10529,1
1150,60,118763,1
1151,60,1870,1
1152,60,2009,1
1153,60,2385,1
1154,60,1901,1
1155,60,1880,1
1156,60,1879,1
1157,60,12,1
1158,60,10,1
1159,60,692,1
1160,60,7389,1
1161,61,820,1
1162,61,19,1
1163,61,30,1
1164,61,338,1
1165,61,2921,1
1166,61,2,1
1167,61,7785,1
1168,61,5114,1
1169,61,790,1
1170,61,22135,1
1171,61,1210,1
1172,61,3066,1
1173,61,6194,1
1174,61,11804,1
1175,61,719,1
1176,61,24750,1
1177,61,28679,1
1178,61,1700,1
1179,61,89,1
1180,61,94,1
1181,61,422,1
1182,61,1867,1
1183,61,2943,1
1184,61,2619,1
1185,61,5111,1
1186,61,1911,1
1187,61,6044,1
1188,61,5068,1
1189,61,5393,1
1190,61,65,1
1191,61,8656,1
1192,62,5114,1
1193,62,16498,1
1194,62,20,1
1195,62,37991,1
1196,62,5,1
1197,62,11,1
1198,62,84677,1
1199,62,45627,1
1200,62,1,1
1201,62,7526,1
1202,62,2619,1
1203,62,508,1
1204,62,1867,1
1205,63,38524,1
1206,63,3,1
1207,63,2,1
1208,63,205,1
1209,63,2236,1
1210,63,9760,1
1211,63,6746,1
1212,63,9919,1
1213,63,20507,1
1214,63,19365,1
1215,63,8934,1
1216,63,9756,1
1217,63,81763,1
1218,63,40006,1
1219,63,4866,1
1220,63,86175,1
1221,63,65523,1
1222,63,55131,1
1223,63,125056,1
1224,63,83797,1
1225,63,83549,1
1226,63,1111,1
1227,63,41963,1
1228,63,6686,1
1229,63,23371,1
1230,63,185,1
1231,63,28539,1
1232,63,672,1
1233,63,27469,1
1234,63,16479,1
1235,63,124,1
1236,63,27629,1
1237,64,10793,1
1238,64,11743,1
1239,64,28391,1
1240,64,6773,1
1241,64,3627,1
1242,64,10464,1
1243,64,2,1
1244,64,36098,1
1245,64,35466,1
1246,64,29095,1
1247,64,16011,1
1248,64,62581,1
1249,64,38126,1
1250,64,118419,1
1251,64,133658,1
1252,64,28937,1
1253,64,4629,1
1254,64,7678,1
1255,64,73945,1
1256,64,42315,1
1257,64,89705,1
1258,64,26543,1
1259,64,1722,1
1260,64,7337,1
1261,64,10071,1
1262,64,8,1
1263,64,13997,1
1264,64,5087,1
1265,64,14639,1
1266,64,869,1
1267,64,185,1
1268,65,7785,1
1269,65,227,1
1270,65,31933,1
1271,65,4,1
1272,65,17074,1
1273,65,30,1
1274,65,9253,1
1275,65,25537,1
1276,65,2001,1
1277,65,13759,1
1278,65,2251,1
1279,65,158454,1
1280,65,30579,1
1281,65,34470,1
1282,65,40882,1
1283,65,22055,1
1284,65,20147,1
1285,65,1259,1
1286,65,22036,1
1287,65,632,1
1288,65,496,1
1289,65,2619,1
1290,65,12859,1
1291,65,11705,1
1292,65,5068,1
1293,65,1592,1
1294,65,1881,1
1295,65,1868,1
1296,65,5111,1
1297,65,39551,1
1298,65,65,1
1299,66,11061,1
1300,66,2011,1
1301,66,38524,1
1302,66,3,1
1303,66,2,1
1304,66,27775,1
1305,66,8425,1
1306,66,1889,1
1307,66,175708,1
1308,66,12300,1
1309,66,5756,1
1310,66,1534,1
1311,66,149444,1
1312,66,5147,1
1313,66,11705,1
1314,66,5304,1
1315,66,7221,1
1316,66,40497,1
1317,67,16592,1
1318,67,39533,1
1319,67,37999,1
1320,67,512,1
1321,67,32995,1
1322,67,431,1
1323,67,11111,1
1324,67,28999,1
1325,67,37779,1
1326,67,19221,1
1327,67,65523,1
1328,67,117225,1
1329,67,41402,1
1330,67,100993,1
1331,67,6866,1
1332,67,22249,1
1333,67,143185,1
1334,67,134463,1
1335,67,73227,1
1336,67,45627,1
1337,67,25165,1
1338,67,36714,1
1339,67,38676,1
1340,67,42815,1
1341,67,15205,1
1342,67,6608,1
1343,67,37627,1
1344,67,10561,1
1345,67,9809,1
1346,67,7041,1
1347,68,19,1
1348,68,820,1
1349,68,5114,1
1350,68,9253,1
1351,68,2780,1
1352,68,6194,1
1353,68,55171,1
1354,68,35252,1
1355,68,1867,1
1356,68,1911,1
1357,68,4186,1
1358,68,2891,1
1359,69,12445,1
1360,69,6114,1
1361,69,31043,1
1362,69,14719,1
1363,69,36649,1
1364,69,33,1
1365,69,5114,1
1366,69,226,1
1367,69,22535,1
1368,69,19,1
1369,69,148984,1
1370,69,601,1
1371,69,162,1
1372,69,722,1
1373,69,80,1
1374,69,144919,1
1375,69,30273,1
1376,69,12323,1
1377,69,31741,1
1378,69,13580,1
1379,69,11071,1
1380,69,91,1
1381,69,2251,1
1382,69,5172,1
1383,69,3206,1
1384,69,1867,1
1385,69,4580,1
1386,69,12016,1
1387,69,655,1
1388,69,65,1
1389,70,34281,1
1390,70,458,1
1391,70,11817,1
1392,71,28171,1
1393,71,26349,1
1394,71,31240,1
1395,71,19815,1
1396,71,1735,1
1397,71,10620,1
1398,71,75216,1
1399,71,1555,1
1400,71,82523,1
1401,71,128909,1
1402,71,36828,1
1403,71,4963,1
1404,71,5251,1
1405,71,39950,1
1406,71,18249,1
1407,71,10579,1
1408,71,10561,1
1409,71,37098,1
1410,72,18195,1
1411,72,4181,1
1412,72,31646,1
1413,72,3,1
1414,72,17074,1
1415,72,28891,1
1416,72,23623,1
1417,72,877,1
1418,72,13835,1
1419,72,40816,1
1420,72,19370,1
1421,72,21105,1
1422,72,4631,1
1423,72,1424,1
1424,72,136691,1
1425,72,3483,1
1426,72,1894,1
1427,72,2885,1
1428,72,14225,1
1429,72,5077,1
1430,72,2347,1
1431,72,12707,1
1432,73,384,1
1433,73,1210,1
1434,73,4181,1
1435,73,5682,1
1436,73,205,1
1437,73,268,1
1438,73,395,1
1439,73,2552,1
1440,73,2738,1
1441,73,913,1
1442,73,5519,1
1443,73,2867,1
1444,73,16454,1
1445,73,422,1
1446,73,2836,1
1447,73,2718,1
1448,73,10308,1
1449,73,2009,1
1450,73,3906,1
1451,73,15205,1
1452,73,192,1
1453,75,820,1
1454,75,2921,1
1455,75,2,1
1456,75,338,1
1457,75,457,1
1458,75,6774,1
1459,75,2559,1
1460,75,11804,1
1461,75,2780,1
1462,75,14489,1
1463,75,6026,1
1464,75,119763,1
1465,75,310,1
1466,75,5393,1
1467,75,9154,1
1468,75,2836,1
1469,75,4580,1
1470,75,1911,1
1471,75,113,1
1472,76,790,1
1473,76,17074,1
1474,76,22037,1
1475,76,23602,1
1476,76,118,1
1477,76,185,1
1478,77,38691,1
1479,77,263,1
1480,77,28851,1
1481,77,10087,1
1482,77,28977,1
1483,77,148984,1
1484,77,845,1
1485,77,64573,1
1486,77,422,1
1487,77,6194,1
1488,77,1881,1
1489,77,2619,1
1490,77,6686,1
1491,77,672,1
1492,77,123,1
1493,79,2363,1
1494,79,1118,1
1495,79,03,1
1496,79,17873,1
1497,79,2,1
1498,79,527,1
1499,79,122,1
1500,79,6802,1
1501,79,350,1
1502,79,15061,1
1503,79,33489,1
1504,79,2623,1
1505,79,16614,1
1506,79,81763,1
1507,79,24595,1
1508,79,1805,1
1509,79,75186,1
1510,79,10762,1
1511,79,99033,1
1512,79,2369,1
1513,79,47007,1
1514,79,116667,1
1515,79,857,1
1516,79,735,1
1517,79,676,1
1518,79,65,1
1519,79,223,1
1520,79,118,1
1521,79,591,1
1522,79,672,1
1523,79,9671,1
1524,79,212,1
1525,80,33486,1
1526,80,31478,1
1527,80,1482,1
1528,80,22319,1
1529,80,9919,1
1530,80,11771,1
1531,80,18689,1
1532,80,20583,1
1533,80,26243,1
1534,80,16890,1
1535,80,117911,1
1536,80,87275,1
1537,80,53563,1
